start_date,age,gender,gender_spec,location,education,ccd01,ccd02,ccd03,ccd04,ccd05,ccd06,ccd07,ccd08,ccd09,ccd10,ccd11,ccd12,ccd13,ccd14,ccd15,ccd16,ccd17,ccd18,trust01,trust02,trust03,trust04,trust05,trust06,trust07,trust08,trust09,trust10,trust11,trust12,trust13,trust14,asc01,asc02,asc03,asc04,asc05,asc06,asc07,asc08,asc09,asc10,asc11,asc12,asc13,asc14,asc15,asc16,asc17,asc18,sdo01,sdo02,sdo03,sdo04,sdo05,sdo06,sdo07,sdo08,lib_cons,cons01,cons02,cons03,cons04,cons05,cons06,cons07,cons08,cons09,cons10,cons11,cons12,cons13,cons14,cons15,feedback
21/08/2018 22:04,35,2,NA,3,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,5,3,5,4,3,4,5,5,3,5,NA,3,4,2,2,5,5,2,2,5,5,3,4,4,4,3,3,3,4,3,3,NA,4,3,3,3,3,NA
21/08/2018 21:59,34,2,NA,4,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,3,2,2,3,5,5,3,5,3,2,2,6,5,2,2,6,5,5,6,4,5,3,2,2,6,7,2,2,6,7,5,2,2,2,2,2,2,1,1,1,3,2,2,2,2,4,NA
21/08/2018 22:24,39,1,NA,6,5,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,5,4,3,2,2,4,3,6,6,5,5,5,2,4,1,1,1,1,5,4,7,5,6,6,5,4,7,5,4,7,7,6,1,1,6,6,3,2,7,7,1,4,4,5,4,5,4,4,5,5,4,4,3,3,5,4,No further comments. Thanks!
21/08/2018 22:30,35,1,NA,5,5,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,5,4,5,5,3,5,4,3,4,4,4,4,4,4,4,4,3,3,5,5,4,3,4,5,3,2,4,2,2,2,3,2,4,2,4,4,2,4,2,4,NA
21/08/2018 22:37,27,2,NA,2,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,2,1,2,7,6,7,6,6,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,good
21/08/2018 22:41,34,1,NA,8,6,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,5,6,3,5,5,7,3,5,6,5,5,5,2,1,2,3,5,3,1,2,7,6,1,1,6,7,4,1,2,1,1,2,1,1,1,2,1,2,1,2,1,3,NA
21/08/2018 22:44,25,2,NA,3,5,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,4,3,3,6,2,5,5,5,5,5,5,5,5,5,2,2,6,2,6,5,6,5,3,6,6,2,6,5,5,5,5,5,5,6,4,3,4,3,4,4,3,4,4,4,3,4,4,4,5,4,4,4,4,5,4,4,NA
21/08/2018 23:01,32,1,NA,7,5,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,4,5,4,1,3,5,6,6,6,2,6,5,4,5,6,5,6,5,6,5,4,3,6,5,4,3,4,5,6,5,4,5,6,5,4,3,2,4,3,2,3,3,4,3,2,3,4,4,3,2,3,4,nothing
21/08/2018 22:57,42,2,NA,9,5,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,4,4,3,4,3,4,3,3,6,3,6,6,5,3,3,5,5,3,3,3,3,6,3,5,1,1,7,7,2,2,6,6,5,4,4,3,4,4,2,4,3,2,2,4,4,2,2,4,NA
21/08/2018 23:08,51,1,NA,8,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,3,3,2,6,4,5,3,4,4,4,3,4,3,4,2,3,5,3,5,7,1,5,2,1,1,4,5,2,4,4,3,5,1,1,6,6,1,1,6,6,7,3,5,1,2,5,4,5,3,1,4,5,5,3,4,5,NA
21/08/2018 23:26,25,2,NA,6,5,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,3,3,3,2,2,3,2,3,3,2,3,3,5,5,5,4,5,4,4,5,5,5,3,5,2,2,2,4,1,4,1,1,7,7,1,1,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,none
21/08/2018 23:29,32,1,NA,5,5,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,5,5,4,4,3,4,3,4,3,3,5,4,3,4,4,4,3,5,5,4,3,5,5,3,4,4,2,4,3,3,4,3,2,3,2,3,3,2,3,4,3,3,NA
21/08/2018 23:29,28,2,NA,8,6,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,5,4,7,6,3,2,7,7,4,3,1,6,6,6,3,1,1,7,7,2,1,7,7,2,1,1,1,1,1,1,1,2,1,3,2,1,2,2,3,NA
21/08/2018 23:29,32,2,NA,7,5,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,3,2,1,2,5,3,5,5,3,5,6,6,3,5,5,3,3,3,6,6,6,2,2,2,6,5,2,2,5,5,1,1,1,1,1,2,2,1,1,1,2,3,1,1,3,4,NA
21/08/2018 23:29,33,2,NA,3,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,3,3,3,6,5,5,7,5,4,3,5,6,4,3,2,1,6,6,1,1,1,7,7,7,1,7,7,1,1,2,1,2,2,1,1,2,1,4,2,2,1,2,5,NA
21/08/2018 23:32,44,2,NA,1,4,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,6,3,6,3,3,5,5,5,3,3,3,2,5,3,2,7,7,2,2,6,6,2,1,1,1,1,1,1,3,4,1,3,2,2,2,1,4,NA
21/08/2018 23:31,30,1,NA,9,5,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,3,1,3,2,2,1,3,2,3,1,2,1,6,5,7,6,6,5,7,5,6,5,7,6,7,5,6,5,7,6,7,5,5,6,7,5,6,5,6,4,5,4,4,5,5,4,5,5,4,4,5,4,5,4,good
21/08/2018 23:30,45,2,NA,4,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,4,4,4,4,4,3,3,1,1,6,2,6,7,5,4,2,5,4,5,3,3,5,7,6,2,3,5,6,4,3,3,5,5,3,4,4,2,3,4,3,4,2,3,3,4,4,2,4,5,"On the page that asked questions about vaccinations, I left two answers blank because they specifically asked about my children (have I refused to give my child vaccines, etc.) I don't have children. I answered the other questions as if I did. 

Also, there were five or six questions that asked specifically about scientists mentioned on a page of their own. I really felt they should have been separate because I could not group the two different types of scientists so gave the questions a neutral rating. I do trust environmental scientists and would have rated them with a high amount of trust. However, i have zero trust for scientists  that focus on vaccinations and would have rated them very low.

Lastly, there were questions that asked about medications and how they affect me. I wish these questions had an N/A answer available. I haven't had so much as an aspirin, allergy pill or anything else in the 15 years I've been a vegan, so i really couldn't answer those. I have no idea how my body would react to medications."
21/08/2018 23:34,52,1,NA,5,6,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,4,1,1,6,1,2,7,7,7,7,7,7,7,7,1,1,7,1,7,7,4,3,3,3,3,3,1,1,7,7,7,1,1,1,7,7,1,1,7,7,4,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,It is prudent to question authority and to maintain skepticism about any government-advocated story or explanation.
21/08/2018 23:41,31,2,NA,4,4,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,5,4,5,4,4,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,2,1,3,3,2,3,3,2,3,3,2,3,3,3,3,2,NA
22/08/2018 0:01,30,2,NA,3,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,6,6,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 0:04,36,2,NA,5,5,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,5,3,5,5,3,5,5,3,3,3,4,3,5,5,5,5,5,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,NA
22/08/2018 0:08,30,1,NA,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,6,2,6,6,5,3,2,6,2,3,2,2,6,6,2,2,1,1,6,6,6,1,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 0:02,25,1,NA,1,5,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,4,2,2,2,3,2,1,3,3,2,6,3,6,6,6,4,4,3,6,6,6,6,2,5,2,6,3,6,7,3,7,6,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,Great study!
22/08/2018 0:05,51,2,NA,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,4,2,3,4,4,4,6,5,5,5,4,1,2,5,2,5,6,5,3,2,5,6,3,4,2,6,5,6,2,1,1,7,7,1,1,7,7,2,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,there have been countless cases were people have been experimented on without their knowledge or consent. Deathbed confessions of secret events happen all the time. I firmly believe that government and big business are constantly involved in dirty dealings unknown to the general population.
22/08/2018 0:09,50,2,NA,8,4,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,5,6,5,3,3,5,5,4,2,2,6,6,5,4,1,1,7,6,7,NA,7,6,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,NA
22/08/2018 0:11,31,1,NA,9,5,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,3,3,2,3,3,3,3,4,3,2,4,4,4,5,4,5,6,5,4,4,5,6,5,3,4,6,6,5,3,3,2,6,6,3,3,6,7,3,2,3,1,1,2,2,3,1,1,3,4,3,1,3,4,"None, it was an interesting study though!"
22/08/2018 0:12,34,1,NA,7,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,6,6,4,4,7,7,5,2,4,5,5,5,3,2,2,5,6,2,3,7,7,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA
22/08/2018 0:19,70,2,NA,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,3,3,2,3,3,4,6,6,6,6,6,6,6,6,3,2,6,2,5,6,2,6,5,3,6,5,5,6,4,4,4,5,7,6,1,1,7,7,1,1,5,2,2,2,3,4,3,3,2,1,3,3,3,3,3,4,n
22/08/2018 0:34,24,1,NA,5,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,3,2,6,4,7,7,6,3,4,6,7,5,2,2,5,6,6,2,1,1,7,7,1,1,7,7,2,2,1,1,1,3,1,1,2,1,3,1,1,1,1,4,NA
22/08/2018 0:34,21,2,NA,5,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,5,4,5,5,5,7,6,3,2,6,7,5,5,3,6,4,4,3,1,1,5,6,4,3,6,6,5,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,NA
22/08/2018 0:34,30,2,NA,2,4,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,6,7,1,2,7,7,2,4,3,7,5,7,1,1,1,7,7,1,1,7,7,2,3,2,2,2,1,2,2,2,2,4,3,2,2,2,4,NA
22/08/2018 0:35,29,2,NA,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,3,4,2,3,4,4,4,3,4,4,3,3,4,4,5,4,6,5,2,7,4,1,3,5,4,4,6,4,7,4,2,4,7,7,4,4,6,4,4,4,3,3,2,4,3,5,3,3,4,3,3,4,3,5,No feedback. Thank you.
22/08/2018 0:36,54,2,NA,4,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,4,4,3,4,3,3,4,5,4,4,4,5,4,4,2,2,6,2,6,6,3,5,4,2,4,4,4,4,4,4,4,4,6,2,6,5,6,6,4,4,6,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,NA
22/08/2018 0:51,28,1,NA,10,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,6,6,6,5,3,4,1,7,4,2,2,6,4,4,6,6,3,6,1,1,7,7,1,1,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 0:45,40,2,NA,7,5,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,1,1,7,5,4,4,4,4,4,4,4,5,5,1,5,1,2,6,2,2,3,2,3,2,2,4,2,3,2,2,3,2,4,NA
22/08/2018 0:51,31,1,NA,1,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,5,7,7,4,2,1,NA,7,4,1,1,7,7,7,1,1,1,7,7,1,1,7,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 1:07,35,1,NA,2,5,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,4,4,3,3,4,6,7,7,7,7,7,7,7,7,3,3,6,2,6,7,2,6,6,2,3,5,5,5,2,4,4,4,7,7,1,1,7,7,1,1,7,2,3,2,3,4,3,3,2,1,3,3,3,2,3,3,n
22/08/2018 1:11,29,1,NA,3,5,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,4,6,7,4,4,4,4,7,4,1,1,1,7,7,1,1,1,7,7,1,1,7,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nothing thanks.
22/08/2018 1:08,33,2,NA,3,5,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,6,6,2,6,5,2,2,6,5,4,2,2,2,6,1,1,7,7,1,1,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 1:17,32,1,NA,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,2,6,7,4,6,6,4,6,6,4,6,6,6,6,2,1,2,7,7,1,1,7,7,1,3,4,5,5,3,5,5,5,5,5,4,5,5,5,5,thank you for allowing me to contribute!
22/08/2018 1:08,20,2,NA,9,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,5,6,3,5,2,3,2,5,3,5,3,5,2,3,6,6,6,2,2,2,6,6,2,2,6,6,5,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,NA
22/08/2018 1:08,22,1,NA,3,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,3,1,3,2,3,2,NA,2,1,2,2,3,2,3,6,3,4,4,3,5,7,1,1,7,7,2,1,1,7,7,7,1,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 1:08,39,1,NA,1,5,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,3,2,1,1,2,1,4,4,4,4,4,4,4,3,3,4,3,5,3,4,3,5,5,3,4,5,5,5,3,3,3,5,3,3,5,5,3,3,5,5,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,N/A
22/08/2018 1:39,59,2,NA,7,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,1,2,4,3,4,3,5,6,2,6,4,2,4,5,1,1,6,7,6,2,1,1,7,7,2,1,7,7,5,2,3,2,2,2,3,2,2,2,3,2,3,2,3,4,NA
22/08/2018 1:50,35,1,NA,5,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,4,7,7,7,1,4,7,7,4,4,4,6,6,6,2,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA
22/08/2018 1:52,24,2,NA,3,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,3,3,2,2,3,2,2,3,3,4,6,4,6,6,6,3,3,6,6,4,2,1,7,6,6,2,1,1,7,7,1,1,7,7,1,4,2,1,1,1,1,1,1,1,4,4,2,1,1,5,NA
22/08/2018 1:50,39,1,NA,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,6,6,3,4,3,5,5,4,3,3,6,6,6,2,1,1,7,7,1,1,7,7,2,2,2,3,3,2,2,2,4,4,4,3,2,2,3,4,NA
22/08/2018 1:50,22,1,NA,8,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,2,2,1,3,1,3,3,2,2,1,1,5,4,4,4,6,7,4,3,4,6,5,4,5,5,3,6,5,3,6,5,5,4,6,5,7,6,2,4,1,3,4,3,4,3,2,4,2,4,2,1,3,4,NA
22/08/2018 1:50,65,2,NA,3,4,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,6,5,2,4,3,3,7,7,4,6,6,6,6,5,3,3,5,3,5,3,2,6,5,2,2,5,5,5,4,5,4,6,6,5,3,2,7,7,1,2,7,2,4,2,2,4,2,4,2,2,2,4,4,2,2,4,"Very interesting survey, thank you."
22/08/2018 1:57,57,2,NA,1,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,4,4,5,4,4,6,4,4,4,5,4,5,3,3,5,6,4,2,1,1,6,7,2,1,7,7,2,2,3,1,1,1,1,1,1,1,4,2,1,1,1,5,NA
22/08/2018 1:50,37,2,NA,1,4,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,3,3,2,3,3,2,2,3,4,4,5,4,5,6,3,4,3,6,4,4,3,2,6,6,4,5,2,2,4,4,7,7,1,7,6,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,NA
22/08/2018 2:12,26,2,NA,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,7,1,7,7,1,7,1,1,4,5,1,1,7,7,7,1,1,1,7,7,1,1,7,7,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,NA
22/08/2018 2:03,45,2,NA,2,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,2,4,2,2,6,2,6,6,6,2,2,4,6,4,2,2,6,6,4,3,1,1,7,7,1,1,7,7,2,3,3,2,2,3,3,3,2,2,4,3,4,2,3,3,NA
22/08/2018 2:23,54,2,NA,4,5,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,4,2,2,2,4,3,5,4,5,5,6,3,3,6,6,4,1,1,7,7,7,3,1,1,7,7,1,1,7,7,3,2,2,1,1,1,1,1,1,1,4,2,1,1,2,3,"This was an interesting, thought provoking study and now I wonder if there are aliens controlling world politics or some other way out there thing."
22/08/2018 2:26,31,2,NA,8,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,3,3,3,3,4,3,3,2,2,7,2,6,7,6,2,2,6,6,3,2,2,6,6,7,1,1,1,7,7,1,1,7,7,1,2,4,1,2,2,2,2,1,1,2,4,4,1,2,5,Best wishes!
22/08/2018 2:28,39,1,NA,4,5,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,4,3,4,4,4,4,4,3,3,5,3,5,5,3,5,5,3,4,5,4,3,5,6,4,4,1,1,7,7,4,4,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,NA
22/08/2018 2:33,28,1,NA,7,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,6,2,6,6,6,2,2,6,6,2,5,5,3,4,4,4,6,6,2,2,6,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 2:34,32,1,NA,1,5,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,4,4,4,4,4,5,4,3,5,2,5,4,1,7,5,1,1,4,5,5,5,5,2,6,1,1,7,7,2,1,7,7,5,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA
22/08/2018 2:47,30,1,NA,3,4,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,5,2,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
22/08/2018 2:52,27,2,NA,4,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,1,1,3,1,2,1,1,1,1,4,3,2,7,5,6,7,7,3,3,6,6,3,1,3,7,7,6,2,1,1,7,7,1,1,7,7,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,NA
22/08/2018 3:03,33,2,NA,10,5,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,4,3,2,2,2,2,4,4,4,4,5,5,4,4,1,1,6,4,5,5,4,4,4,4,4,4,5,5,2,4,4,5,6,6,4,4,6,NA,1,1,4,3,3,2,3,4,3,3,3,3,3,3,3,3,4,4,thanks!
22/08/2018 3:02,27,2,NA,2,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,3,1,1,1,1,1,2,1,1,3,4,4,5,3,5,6,4,4,4,5,5,4,5,4,4,5,NA,4,1,1,6,7,2,1,6,6,2,4,5,3,3,1,3,4,3,3,4,4,4,3,3,4,NA
22/08/2018 3:05,22,1,NA,5,5,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,3,3,3,3,4,4,3,4,4,4,5,3,5,5,6,2,6,6,5,5,5,5,6,5,5,5,5,6,5,5,5,5,4,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,NA
22/08/2018 3:05,29,1,NA,3,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,3,1,3,2,NA,4,3,2,4,3,3,4,3,5,3,6,5,3,4,3,5,6,4,3,1,6,5,4,3,4,5,4,6,2,2,4,5,3,3,4,3,2,3,2,4,5,3,5,3,4,3,4,4,NA
22/08/2018 3:02,26,1,NA,9,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,1,2,3,1,3,3,3,3,2,2,3,3,5,5,6,4,5,5,3,5,5,3,3,5,6,7,3,5,2,5,5,6,4,4,6,5,5,4,5,4,3,4,3,3,2,2,1,2,5,3,4,2,4,4,Thank you.
22/08/2018 3:07,24,1,NA,3,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,5,5,5,3,5,5,4,5,5,5,5,6,4,4,3,5,2,4,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,NA
22/08/2018 3:04,39,1,NA,7,5,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,6,4,5,6,5,3,6,3,3,6,5,5,6,6,4,3,6,5,4,4,5,6,4,4,5,2,2,2,2,2,2,2,2,3,2,3,4,3,3,5,NA
22/08/2018 3:14,33,1,NA,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,7,1,6,7,1,7,6,4,4,7,1,1,7,7,7,1,1,1,7,7,1,1,7,7,4,3,5,3,3,3,3,5,3,5,3,3,5,3,3,5,NA
22/08/2018 3:19,48,2,NA,3,5,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,4,4,3,3,4,4,5,3,4,5,5,5,5,5,3,3,3,3,5,4,1,7,4,1,1,4,4,4,3,3,2,6,4,4,4,3,6,6,2,3,7,4,4,1,3,4,3,4,1,1,3,3,4,1,4,4,NA
22/08/2018 3:35,60,1,NA,4,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,4,4,4,5,5,4,4,5,5,5,4,5,4,4,5,5,6,5,4,4,5,5,6,4,4,4,5,5,4,4,4,4,5,5,4,6,5,5,2,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,none
22/08/2018 3:35,30,1,NA,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,6,7,4,3,5,6,4,7,1,6,5,7,6,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,none
22/08/2018 3:36,33,1,NA,3,3,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,6,4,6,7,6,2,2,7,6,2,2,1,6,7,7,1,1,1,7,7,1,1,7,7,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,NA
22/08/2018 3:37,27,1,NA,6,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,3,1,4,4,3,3,4,4,4,4,2,1,5,2,5,7,5,3,2,6,7,3,4,3,7,7,6,3,1,1,7,7,1,1,7,7,2,2,2,2,2,3,2,2,1,1,4,2,2,1,3,4,"Everything was fine and easy to understand , i enjoyed the format since it had a lot of questions per page which made it a better experience for me personally."
22/08/2018 3:35,42,1,NA,8,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,3,2,2,4,3,3,5,5,4,4,4,5,5,4,3,3,5,4,5,6,4,4,4,3,4,5,4,4,5,5,4,4,2,2,6,5,4,5,5,6,6,3,3,2,2,3,2,2,3,2,3,3,4,3,2,4,Thank you very much.  There are some things we just don't know and things that may not be known now may be discovered in the future.
